,question,qtype,qtype_coarse,qtype_fine
3041,"What mythical figure carries an hourglass and a scythe ?
",HUM:ind,HUM,ind
3042,"How much is a Canadian 1967 twenty dollar gold coin worth ?
",NUM:money,NUM,money
3043,"Why didn 't European colonial rule spread until after the first and second industrial revolutions ?
",DESC:reason,DESC,reason
3044,"What natural attractions draw the most visitors in the United States ?
",LOC:other,LOC,other
3045,"What presidential administration challenged Americans to explore The New Frontier ?
",HUM:gr,HUM,gr
3046,"How many years did Sleeping Beauty sleep ?
",NUM:count,NUM,count
3047,"How long does it take for your body to restore blood after you donate your blood ?
",NUM:period,NUM,period
3048,"How do I know someone is truly in love with me ?
",DESC:manner,DESC,manner
3049,"Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?
",ENTY:food,ENTY,food
3050,"What is literary criticism ?
",DESC:def,DESC,def
3051,"How do you throw a housewarming party ?
",DESC:manner,DESC,manner
3052,"What international sport was originally called hurley ?
",ENTY:sport,ENTY,sport
3053,"What river runs through Liverpool ?
",LOC:other,LOC,other
3054,"What famous British actor lost his voice after an operation in 1966 ?
",HUM:ind,HUM,ind
3055,"What does the term 3 mean to a newspaper editor ?
",DESC:def,DESC,def
3056,"What company makes impulse hardening equipment ?
",HUM:gr,HUM,gr
3057,"What country was Kim Philby really working for ?
",LOC:country,LOC,country
3058,"What does Freddy Freeman say to become Captain Marvel Jr. ?
",DESC:desc,DESC,desc
3059,"What country was Hitler the chancellor of ?
",LOC:country,LOC,country
3060,"What is Rona Barrett 's married name ?
",HUM:ind,HUM,ind
3061,"How many years make up a lustrum ?
",NUM:count,NUM,count
3062,"What are close encounters of the first and second kind ?
",ENTY:other,ENTY,other
3063,"Who is the mathematician that won the Noble Prize for Literature in 1950 ?
",HUM:ind,HUM,ind
3064,"Which glamorous actress is a close friend of Dick Tracy ?
",HUM:ind,HUM,ind
3065,"What 1956 Grace Metalious novel was on the best-seller list for two years ?
",ENTY:cremat,ENTY,cremat
3066,"Name the three races unleashed by the Celestials in Marvel comics .
",HUM:gr,HUM,gr
3067,"How old is the Italian artist Maurizio Pellegrin ?
",NUM:period,NUM,period
3068,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?
",HUM:ind,HUM,ind
3069,"What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?
",DESC:desc,DESC,desc
3070,"What North American city would you visit to see Cleopatra 's Needle ?
",LOC:city,LOC,city
3071,"When was the NFL established ?
",NUM:date,NUM,date
3072,"Where can I find an Ask An Expert site ?
",LOC:other,LOC,other
3073,"What writer-journalist made his mark describing colorful Broadway and underworld characters ?
",HUM:ind,HUM,ind
3074,"What U.S. state has the lowest highest elevation at 6 feet ?
",LOC:state,LOC,state
3075,"What are the residents of the island of Lesbos called ?
",HUM:gr,HUM,gr
3076,"What is the organizational structure of the New Delhi Indira Gandhi airport ?
",ENTY:other,ENTY,other
3077,"At Christmas time , what is the traditional thing to do under the mistletoe ?
",ENTY:other,ENTY,other
3078,"What baseball great plugged Mr. Coffee ?
",HUM:ind,HUM,ind
3079,"What international amateur sports spectacle was first telecast in 1956 ?
",ENTY:sport,ENTY,sport
3080,"What is the origin of the word `` amen '' ?
",DESC:desc,DESC,desc
3081,"Who 's baby was Sweet Pea on the Popeye cartoon ?
",HUM:ind,HUM,ind
3082,"Where is Mile High Stadium ?
",LOC:other,LOC,other
3083,"What were Baffin , Frobisher and Franklin looking for ?
",ENTY:other,ENTY,other
3084,"What is limbo ?
",DESC:def,DESC,def
3085,"What city contains the district of Hell 's Kitchen ?
",LOC:city,LOC,city
3086,"What interesting method was used to run the credits in the early Popeye cartoons ?
",ENTY:techmeth,ENTY,techmeth
3087,"What are the stars made of ?
",ENTY:substance,ENTY,substance
3088,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?
",HUM:ind,HUM,ind
3089,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?
",HUM:ind,HUM,ind
3090,"How fast must a spacecraft travel to escape Earth 's gravity ?
",NUM:speed,NUM,speed
3091,"What apostle is Taylor Caldwell 's Great Lion of God ?
",HUM:ind,HUM,ind
3092,"How many rings are there on a five-zone archery target ?
",NUM:count,NUM,count
3093,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?
",ENTY:dismed,ENTY,dismed
3094,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?
",ENTY:substance,ENTY,substance
3095,"What is a tonne ?
",DESC:def,DESC,def
3096,"Which one of the Great Lakes is entirely within U.S. territory ?
",LOC:other,LOC,other
3097,"What is DEET ?
",ABBR:exp,ABBR,exp
3098,"What company sells the most greeting cards ?
",HUM:gr,HUM,gr
3099,"What U.S. state has sagebrush as its state flower ?
",LOC:state,LOC,state
3100,"What is the Bernoulli Principle ?
",DESC:def,DESC,def
3101,"What 's comic strip photographer Peter Parker 's secret identity ?
",HUM:ind,HUM,ind
3102,"What is difference between a poster and a print ?
",DESC:desc,DESC,desc
3103,"In which sport is there a `` scrum '' ?
",ENTY:sport,ENTY,sport
3104,"What are the best ways to improve employee morale at low cost ?
",ENTY:techmeth,ENTY,techmeth
3105,"What nationality is Pope John Paul II ?
",LOC:country,LOC,country
3106,"What is false consciousness ?
",DESC:def,DESC,def
3107,"How did the Great Depression affect Japan 's history ?
",DESC:manner,DESC,manner
3108,"Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?
",ENTY:other,ENTY,other
3109,"Where are some great educational resources for parents and teachers ?
",LOC:other,LOC,other
3110,"How many Israeli athletes were killed at the Munich Olympics ?
",NUM:count,NUM,count
3111,"What is the Scotch `` for people who know the difference '' ?
",ENTY:termeq,ENTY,termeq
3112,"When was Richard Nixon born ?
",NUM:date,NUM,date
3113,"What New York City landmark has 168 steps to its crown ?
",LOC:other,LOC,other
3114,"Where is the Bulls basketball team based ?
",LOC:other,LOC,other
3115,"What is the recomended age to switch a child from a crib to a bed ?
",NUM:period,NUM,period
3116,"Which Rockefeller was sometimes called `` JDR3 '' ?
",HUM:ind,HUM,ind
3117,"When is the Sun closest to the Earth ?
",NUM:date,NUM,date
3118,"What are some chemical properties of mendelevium ?
",DESC:desc,DESC,desc
3119,"What is the average hours per months spent online by AOL users ?
",NUM:count,NUM,count
3120,"Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?
",HUM:ind,HUM,ind
3121,"What is the origin of the word `` sideburns '' ?
",DESC:desc,DESC,desc
3122,"The trials resulting from World War II are known as what ?
",ENTY:event,ENTY,event
3123,"What started in 1849 when gold was discovered at Sutter 's Mill ?
",ENTY:event,ENTY,event
3124,"What is a First World country ?
",DESC:def,DESC,def
3125,"Who was Shakespeare 's Moorish general ?
",HUM:ind,HUM,ind
3126,"What 's the second-highest mountain in the world ?
",LOC:mount,LOC,mount
3127,"What country was Erich Honecker the leader of ?
",LOC:country,LOC,country
3128,"How does salt melt ice and snow ?
",DESC:manner,DESC,manner
3129,"What two Japanese cities are spelled with the letters K , O , O , T and Y ?
",LOC:city,LOC,city
3130,"What does laser stand for ?
",DESC:def,DESC,def
3131,"Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?
",HUM:ind,HUM,ind
3132,"Where did Wile E. Coyote always get his devices ?
",LOC:other,LOC,other
3133,"How far away is the moon ?
",NUM:dist,NUM,dist
3134,"What famous film and TV cowboy lent his name to a fast food chain ?
",HUM:ind,HUM,ind
3135,"What is mandibulofacial dysostosis ?
",DESC:def,DESC,def
3136,"What was the reason for the partition of the Anglican and Vatican churches ?
",DESC:reason,DESC,reason
3137,"What is Butterfield 8 in Butterfield 8 ?
",DESC:def,DESC,def
3138,"Who famously rode to warn the people of Massachusetts that the British were coming ?
",HUM:ind,HUM,ind
3139,"What is DTMF ?
",ABBR:exp,ABBR,exp
3140,"Name a movie that the actress , Sandra Bullock , had a role in .
",ENTY:cremat,ENTY,cremat
3141,"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?
",ENTY:other,ENTY,other
3142,"Who commanded the French forces at the Battle of Orleans ?
",HUM:ind,HUM,ind
3143,"Where can an individual get a contact lens tested that burned the entire surface of eye when new ?
",LOC:other,LOC,other
3144,"What countries does the Mont Blanc Tunnel join ?
",LOC:country,LOC,country
3145,"What ill-fated craft was captained by Ernst Lehmann ?
",ENTY:veh,ENTY,veh
3146,"When did Amtrak begin operations ?
",NUM:date,NUM,date
3147,"How many bones are in the human hand ?
",NUM:count,NUM,count
3148,"How many chemical elements are there ?
",NUM:count,NUM,count
3149,"What eastern state sprouted the first commercial nuclear power plant in the U.S. ?
",LOC:state,LOC,state
3150,"What are the three most populated countries in the world ?
",LOC:country,LOC,country
3151,"Who led the opposition when Konrad Adenauer was Chancellor in Germany ?
",HUM:ind,HUM,ind
3152,"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?
",NUM:count,NUM,count
3153,"What is the youngest age a boy or girl can have an orgasm ?
",NUM:period,NUM,period
3154,"What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?
",ENTY:color,ENTY,color
3155,"What is the origin of the candy cane at Christmas ?
",DESC:desc,DESC,desc
3156,"What is the brand name of a chemical used to control ripening ?
",ENTY:product,ENTY,product
3157,"What terror of the sea did Johnny Horton sing about ?
",ENTY:animal,ENTY,animal
3158,"What is the largest office block in the world ?
",LOC:other,LOC,other
3159,"Who turned all he touched to gold ?
",HUM:ind,HUM,ind
3160,"What is the medical term for cancer of the blood ?
",ENTY:dismed,ENTY,dismed
3161,"Who plays shortstop for Charlie Brown 's baseball team ?
",HUM:ind,HUM,ind
3162,"What country did the Romans call Hibernia ?
",LOC:country,LOC,country
3163,"Who was the most famous food editor of The New York Times ?
",HUM:ind,HUM,ind
3164,"How many dogs pull a sled in the Iditarod ?
",NUM:count,NUM,count
3165,"What 's a male witch called ?
",ENTY:termeq,ENTY,termeq
3166,"How long does cocaine stay in your system ?
",NUM:period,NUM,period
3167,"What two countries fought the Hundred Years ' War ?
",LOC:country,LOC,country
3168,"Who was the last U.S. president to reinstate Selective Service registration ?
",HUM:ind,HUM,ind
3169,"On which dates does the running of the bulls occur in Pamplona , Spain ?
",NUM:date,NUM,date
3170,"What was the name of the lawyer who represented Randy Steven Craft ?
",HUM:ind,HUM,ind
3171,"What happens to used motor oil ?
",DESC:desc,DESC,desc
3172,"What is the most commonly used 1 letter word in the English language ?
",ENTY:word,ENTY,word
3173,"What actress 's autobiography is titled Shelley : Also Known as Shirley ?
",HUM:ind,HUM,ind
3174,"How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?
",NUM:count,NUM,count
3175,"How did the 7th inning stretch get started ?
",DESC:manner,DESC,manner
3176,"Who lived on the shores of the Gitchee Gumee River ?
",HUM:ind,HUM,ind
3177,"What did Tristan come back as ?
",ENTY:other,ENTY,other
3178,"What country will hit the year 2 first ?
",LOC:country,LOC,country
3179,"What colors make up a rainbow ?
",ENTY:color,ENTY,color
3180,"What war did Johnny Reb and Billy Yank fight ?
",ENTY:event,ENTY,event
3181,"Who is section manager for guidance and control systems at JPL ?
",HUM:ind,HUM,ind
3182,"What is Goldfinger 's first name ?
",HUM:ind,HUM,ind
3183,"What square is the geographical center of London ?
",LOC:other,LOC,other
3184,"Which of the following famous people does not paint as a hobby ?
",HUM:ind,HUM,ind
3185,"What is the most populated city in the world ?
",LOC:city,LOC,city
3186,"How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?
",NUM:count,NUM,count
3187,"What is the cost of the drugs used in tuberculosis treatments ?
",NUM:money,NUM,money
3188,"What does JESSICA mean ?
",ABBR:exp,ABBR,exp
3189,"What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
",ENTY:event,ENTY,event
3190,"Ray Charles is best known for playing what instrument ?
",ENTY:instru,ENTY,instru
3191,"Where did Victor Hugo spend his exile ?
",LOC:other,LOC,other
3192,"What was Nine Tailors , the television show from 1974 , about ?
",DESC:desc,DESC,desc
3193,"How does the Elongated Man know a mystery is afoot ?
",DESC:manner,DESC,manner
3194,"What food of the three bears did Goldilocks eat ?
",ENTY:food,ENTY,food
3195,"What is Boston Kreme ?
",DESC:def,DESC,def
3196,"Who should I call to get a tour of the New York Stock Exchange ?
",HUM:ind,HUM,ind
3197,"How many airline schools are there in the U.S. ?
",NUM:count,NUM,count
3198,"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?
",HUM:ind,HUM,ind
3199,"What is a swatch ?
",DESC:def,DESC,def
3200,"What does Ouija mean ?
",DESC:def,DESC,def
3201,"How many major Nazi leaders went on trial after the war at Nuremberg ?
",NUM:count,NUM,count
3202,"What kind of fish is a coney ?
",ENTY:animal,ENTY,animal
3203,"What state did Helen Keller call home ?
",LOC:state,LOC,state
3204,"What was the name of the director of the movie `` Jaws '' ?
",HUM:ind,HUM,ind
3205,"What steps can be taken to prevent diabetes ?
",DESC:desc,DESC,desc
3206,"What were the first words spoken on a film sound track ?
",DESC:desc,DESC,desc
3207,"What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?
",NUM:date,NUM,date
3208,"What country 's royal house is Bourbon-Parma ?
",LOC:country,LOC,country
3209,"What film was Jude Law in ?
",ENTY:cremat,ENTY,cremat
3210,"Who portrayed W.C. Fields in the film W.C. Fields and Me ?
",HUM:ind,HUM,ind
3211,"What were the ceremony traditions like during the Elizabethian times ?
",ENTY:other,ENTY,other
3212,"Which college did Dikembe Mutombo play basketball at ?
",HUM:gr,HUM,gr
3213,"What is a fear of going to bed ?
",ENTY:dismed,ENTY,dismed
3214,"Where did the saying `` rule of thumb '' come from ?
",DESC:desc,DESC,desc
3215,"Why does sound travel quicker through water than air ?
",DESC:reason,DESC,reason
3216,"How much money does the Sultan of Brunei have ?
",NUM:money,NUM,money
3217,"What country would you visit to ski in the Dolomites ?
",LOC:country,LOC,country
3218,"What month 's third weekend is the Monterey Jazz Festival held on ?
",NUM:date,NUM,date
3219,"What is the `` Global Economy '' ?
",DESC:def,DESC,def
3220,"Who built the first successful stern wheel steamboat ?
",HUM:ind,HUM,ind
3221,"What is a caul ?
",DESC:def,DESC,def
3222,"Who was Hitler 's minister of propaganda ?
",HUM:ind,HUM,ind
3223,"Who was the first doctor to successfully transplant a liver ?
",HUM:ind,HUM,ind
3224,"What does the theory of quantum leaps mean in simpler terms ?
",DESC:def,DESC,def
3225,"What is a bone marrow transplant ?
",DESC:def,DESC,def
3226,"What is the difference between a classical and an acoustic guitar ?
",DESC:desc,DESC,desc
3227,"What African capital is named for a U.S. president ?
",LOC:city,LOC,city
3228,"What is the name of a language spoken by the Sioux ?
",ENTY:lang,ENTY,lang
3229,"What Mediterranean island is home to the first Club Med ?
",LOC:other,LOC,other
3230,"What does an edentulous smile lack ?
",ENTY:other,ENTY,other
3231,"What is a fear of jealousy ?
",ENTY:dismed,ENTY,dismed
3232,"Where can you find the Venus flytrap ?
",LOC:other,LOC,other
3233,"What is the largest sculpture in the world ?
",ENTY:cremat,ENTY,cremat
3234,"When was John D. Rockefeller born ?
",NUM:date,NUM,date
3235,"What building built in 18 contains 327 miles of book shelves ?
",LOC:other,LOC,other
3236,"What is home banking ?
",DESC:def,DESC,def
3237,"What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?
",ENTY:cremat,ENTY,cremat
3238,"Who was the lawyer for Randy Steven Craft ?
",HUM:ind,HUM,ind
3239,"How do hermit crabs reproduce ?
",DESC:manner,DESC,manner
3240,"Who is reputed to be the greatest maker of violins ?
",HUM:ind,HUM,ind
3241,"How do you stop junk snail mail ?
",DESC:manner,DESC,manner
3242,"What future Soviet dictator was training to be a priest when he got turned on to Marxism ?
",HUM:ind,HUM,ind
3243,"How long does James Bond like his eggs boiled ?
",NUM:period,NUM,period
3244,"What U.S. city 's skyline boasts the Gateway Arch ?
",LOC:city,LOC,city
3245,"Where is Belize located ?
",LOC:other,LOC,other
3246,"What 's the common name for a Japanese dwarf tree ?
",ENTY:termeq,ENTY,termeq
3247,"What did Thomas Paine write ?
",ENTY:cremat,ENTY,cremat
3248,"Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?
",HUM:ind,HUM,ind
3249,"Who was the first jockey to ride two Triple Crown winners ?
",HUM:ind,HUM,ind
3250,"What Lewis Carroll book introduced Humpty Dumpty to the world ?
",ENTY:cremat,ENTY,cremat
3251,"Who wrote Brave New World ?
",HUM:ind,HUM,ind
3252,"What state does Charles Robb represent ?
",LOC:state,LOC,state
3253,"What is hydroelectricity ?
",DESC:def,DESC,def
3254,"How many people are taller than 7 feet ?
",NUM:count,NUM,count
3255,"Who wrote Unsafe at Any Speed ?
",HUM:ind,HUM,ind
3256,"How many islands make up Antigua ?
",NUM:count,NUM,count
3257,"How does an abacus work ?
",DESC:manner,DESC,manner
3258,"What causes rust ?
",DESC:reason,DESC,reason
3259,"What is the fear of the computer called ?
",ENTY:dismed,ENTY,dismed
3260,"What is a technique popularly used to detect birth defects ?
",ENTY:techmeth,ENTY,techmeth
3261,"What U.S. state boasts Stone Mountain , the world 's largest mass of exposed granite ?
",LOC:state,LOC,state
3262,"What British commander surrendered to George Washington at Yorktown in 1781 ?
",HUM:ind,HUM,ind
3263,"What according to the Kinsey Institute , is the sexual preference of four percent of American males ?
",DESC:desc,DESC,desc
3264,"Who created the World Wide Web , WWW ?
",HUM:ind,HUM,ind
3265,"What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?
",ENTY:techmeth,ENTY,techmeth
3266,"What is the name of the president of Garmat U.S.A ?
",HUM:ind,HUM,ind
3267,"What was the name of the television show , starring Karl Madsen , that had San Francisco in the title ?
",ENTY:cremat,ENTY,cremat
3268,"Who were leaders of the Byzantine empire ?
",HUM:ind,HUM,ind
3269,"Who was the first President to appoint a woman to head a cabinet ?
",HUM:ind,HUM,ind
3270,"What is splatterpunk ?
",DESC:def,DESC,def
3271,"What is the orgin of xoxoxox ?
",DESC:desc,DESC,desc
3272,"Who built the first pyramid ?
",HUM:gr,HUM,gr
3273,"What southeast Asian country has the Wang River joining the Ping River at Tak ?
",LOC:country,LOC,country
3274,"What Italian city of 155 were Leonardo da Vinci , Michaelangelo , and Machiavelli all working in ?
",LOC:city,LOC,city
3275,"What color tennis balls are used at Wimbledon ?
",ENTY:color,ENTY,color
3276,"What is a 2-sided object called ?
",ENTY:termeq,ENTY,termeq
3277,"Name a French fascist party .
",HUM:gr,HUM,gr
3278,"Name the French historical period during the reign of Napoleon III .
",ENTY:event,ENTY,event
3279,"What movie has made the most money ?
",ENTY:cremat,ENTY,cremat
3280,"What is time ?
",DESC:def,DESC,def
3281,"How many states have a lottery ?
",NUM:count,NUM,count
3282,"What is the name of the largest city in Chile , South America ?
",LOC:city,LOC,city
3283,"What are you caught in if a haboob blows up ?
",ENTY:other,ENTY,other
3284,"What ratio of children of ages between two and eleven watch ` The Simpsons ' ?
",NUM:perc,NUM,perc
3285,"How many cities are there in Utah ?
",NUM:count,NUM,count
3286,"What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?
",HUM:gr,HUM,gr
3287,"How many visitors go to the Vatican each year ?
",NUM:count,NUM,count
3288,"What is the population of Mexico ?
",NUM:other,NUM,other
3289,"How do you get silly putty out of fabric ?
",DESC:manner,DESC,manner
3290,"What is the best online games site ?
",LOC:other,LOC,other
3291,"Why is the word `` abbreviation '' so long ?
",DESC:reason,DESC,reason
3292,"What century did art 's Romantic Period begin in ?
",NUM:date,NUM,date
3293,"How many spaces follow a period at the end of a sentence ?
",NUM:count,NUM,count
3294,"What is a cake of soap ?
",DESC:def,DESC,def
3295,"In what year was the Berlin Wall erected ?
",NUM:date,NUM,date
3296,"What is the weight of a teaspoon of matter in a black hole ?
",NUM:weight,NUM,weight
3297,"What is the approximate weight of a teaspoon of matter in a black hole ?
",NUM:weight,NUM,weight
3298,"What does MSG stand for ?
",ABBR:exp,ABBR,exp
3299,"On what avenue is the original Saks department store located ?
",LOC:other,LOC,other
3300,"Where does the song Anything Goes take place ?
",LOC:other,LOC,other
3301,"Where was the first zoo in the U.S. ?
",LOC:other,LOC,other
3302,"How far is Yaroslavl from Moscow ?
",NUM:dist,NUM,dist
3303,"What is April 's gemstone ?
",ENTY:other,ENTY,other
3304,"What is the present Pope named ?
",HUM:ind,HUM,ind
3305,"Who is the nebbish that is Marvel 's official mascot ?
",HUM:ind,HUM,ind
3306,"What powdered soft drink mix went into space ?
",ENTY:food,ENTY,food
3307,"What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
",ENTY:other,ENTY,other
3308,"What is one of the languages spoken by the Sioux called ?
",ENTY:lang,ENTY,lang
3309,"How many bytes are in a terabyte ?
",NUM:count,NUM,count
3310,"Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?
",HUM:ind,HUM,ind
3311,"In what ways did Ivan IV support Russian expansion ?
",ENTY:techmeth,ENTY,techmeth
3312,"Approximately how much does a teaspoon of matter weigh in a black hole ?
",NUM:weight,NUM,weight
3313,"What country 's flag is field green ?
",LOC:country,LOC,country
3314,"What sport is known for hooligans ?
",ENTY:sport,ENTY,sport
3315,"Who was the Columbia Pictures head who forged actor Cliff Robertson 's name on a $1 , 000 check ?
",HUM:ind,HUM,ind
3316,"Who was Damocles ?
",HUM:desc,HUM,desc
3317,"What sport was the first televised in the U.S. ?
",ENTY:sport,ENTY,sport
3318,"Name Dondi 's adoptive grandfather .
",HUM:ind,HUM,ind
3319,"When was the Congress of Vienna ?
",NUM:date,NUM,date
3320,"What are the lyrics to `` Smelly Cat '' ?
",DESC:desc,DESC,desc
3321,"How much folic acid should a pregnant woman get each day ?
",NUM:count,NUM,count
3322,"What year was the first automobile manufactured ?
",NUM:date,NUM,date
3323,"How many colonies did Germany get to keep after World War I ?
",NUM:count,NUM,count
3324,"How many states have a `` lemon law '' for new automobiles ?
",NUM:count,NUM,count
3325,"Whose biography by Maurice Zolotow is titled Shooting Star ?
",HUM:ind,HUM,ind
3326,"What concerts are held in New York this week ?
",ENTY:event,ENTY,event
3327,"In the movie Groundshog Day what is the name of the character played by Andie MacDowell ?
",HUM:ind,HUM,ind
3328,"What are the requirements for becoming a citizen of Australia ?
",DESC:desc,DESC,desc
3329,"How old is Benny Carter ?
",NUM:period,NUM,period
3330,"What are the top ten all-time money making NFL teams ?
",HUM:gr,HUM,gr
3331,"What were hairy bank notes in the fur trade ?
",ENTY:other,ENTY,other
3332,"Where can I read about Chiang Kai-shek ?
",LOC:other,LOC,other
3333,"What is idealab ! ?
",DESC:def,DESC,def
3334,"What country borders the most others ?
",LOC:country,LOC,country
3335,"What does the E stand for in the equation E=mc2 ?
",ABBR:exp,ABBR,exp
3336,"What river runs through Colorado , Kansas , and Oklahoma ?
",LOC:other,LOC,other
3337,"Which airplane did Fawaz Younis hijack ?
",ENTY:veh,ENTY,veh
3338,"What is Win Rah ?
",DESC:def,DESC,def
3339,"Why is the moon different sizes and colors ?
",DESC:reason,DESC,reason
3340,"What college enlivens Hanover , New Hampshire ?
",HUM:gr,HUM,gr
3341,"What does VCR stand for ?
",ABBR:exp,ABBR,exp
3342,"How close a cousin was Franklin D. to Theodore Roosevelt ?
",DESC:manner,DESC,manner
3343,"Name a novel written by John Steinbeck .
",ENTY:cremat,ENTY,cremat
3344,"Who was the first American citizen awarded the Albert Medal of the Society of Arts ?
",HUM:ind,HUM,ind
3345,"What doctor is synonymous with footwear and foot care ?
",HUM:ind,HUM,ind
3346,"How do boats float ?
",DESC:manner,DESC,manner
3347,"What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?
",NUM:other,NUM,other
3348,"Who founded the Unification Church ?
",HUM:ind,HUM,ind
3349,"How many zeros are there in a trillion ?
",NUM:count,NUM,count
3350,"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?
",ENTY:event,ENTY,event
3351,"What are the only players eligible to score points in Roller Derby called ?
",HUM:title,HUM,title
3352,"What are the statistics for drunken drivers in Maryland ?
",NUM:other,NUM,other
3353,"What ill-fated American general dragged a bull terrier named Willie through World War II ?
",HUM:ind,HUM,ind
3354,"What 's the score of a forfeited baseball game ?
",NUM:other,NUM,other
3355,"Where does tuberculosis come from ?
",LOC:other,LOC,other
3356,"Who invented the lawnmower ?
",HUM:ind,HUM,ind
3357,"Where can I find lyrics for R&B ?
",LOC:other,LOC,other
3358,"What is the name of David Letterman 's dog ?
",ENTY:animal,ENTY,animal
3359,"What U.S. senator once played basketball for the New York Knicks ?
",HUM:ind,HUM,ind
3360,"What are the titles of some R-Rated Sony Playstation games ?
",ENTY:sport,ENTY,sport
3361,"What playing card symbolizes death ?
",ENTY:symbol,ENTY,symbol
3362,"What is an urban legend ?
",DESC:def,DESC,def
3363,"What is Li 'l Abner 's last name ?
",HUM:ind,HUM,ind
3364,"How many liberty bells have there been ?
",NUM:count,NUM,count
3365,"What two countries are separated by the Bering Strait ?
",LOC:country,LOC,country
3366,"What is Smartnet ?
",DESC:def,DESC,def
3367,"What is a synonym for aspartame ?
",ENTY:termeq,ENTY,termeq
3368,"Jackson Pollock is of what nationality ?
",LOC:country,LOC,country
3369,"What are vermicilli , rigati , zitoni , and tubetti ?
",DESC:def,DESC,def
3370,"Name the product that is `` at your grocer 's , at your fingertips . ''
",ENTY:product,ENTY,product
3371,"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?
",HUM:ind,HUM,ind
3372,"How many Russians have landed on the moon ?
",NUM:count,NUM,count
3373,"Which thrilled taste buds first - Snickers or 3 Musketeers ?
",ENTY:food,ENTY,food
3374,"What animal do buffalo wings come from ?
",ENTY:animal,ENTY,animal
3375,"What is the purpose of the SysRq key on my computer keyboard ?
",DESC:reason,DESC,reason
3376,"When was Franklin D. Roosevelt stricken with polio ?
",NUM:date,NUM,date
3377,"How do you find out what is allowed to claim as a contibution for income tax purposes ?
",DESC:manner,DESC,manner
3378,"How do you build a solar car for a high school experiment ?
",DESC:manner,DESC,manner
3379,"Where on the Internet can I get chemicals importers ?
",LOC:other,LOC,other
3380,"What was the first country to put a second woman in space ?
",LOC:country,LOC,country
3381,"What was the 24-disc John Gabel Entertainer the first example of , in 1960 ?
",ENTY:other,ENTY,other
3382,"What is the feudal system ?
",DESC:def,DESC,def
3383,"Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?
",HUM:ind,HUM,ind
3384,"What 's the geographic term for the submerged fringe of a continent ?
",ENTY:termeq,ENTY,termeq
3385,"What prison is found in Ossining , New York ?
",LOC:other,LOC,other
3386,"What country has declared one-fifth of its territory off-limits to Russians ?
",LOC:country,LOC,country
3387,"What is the main application of sodium hydrosulfite ?
",DESC:desc,DESC,desc
3388,"Name the story by Chris Van Allsburg in the which a boy tries to become a great sailor ?
",ENTY:cremat,ENTY,cremat
3389,"What are the components of polyester ?
",ENTY:other,ENTY,other
3390,"What product features a frog that says `` dig 'em '' ?
",ENTY:product,ENTY,product
3391,"Who is the director of intergovernmental affairs for the San Diego county ?
",HUM:ind,HUM,ind
3392,"What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 ?
",HUM:ind,HUM,ind
3393,"What is the longest river in the United States ?
",LOC:other,LOC,other
3394,"What does the channel ESPN stand for ?
",ABBR:exp,ABBR,exp
3395,"What river is Windsor Castle on ?
",LOC:other,LOC,other
3396,"What is the best brand for a laptop computer ?
",ENTY:product,ENTY,product
3397,"Where is Natchitoches , Louisiana ?
",LOC:other,LOC,other
3398,"What do pointed letters mean to a handwriting analyst ?
",DESC:def,DESC,def
3399,"What political party is Sinn Fein a part of ?
",HUM:gr,HUM,gr
3400,"What was Franklin Roosevelt 's program for economic recovery called during the Great Depression ?
",ENTY:event,ENTY,event
